user_id,item_id,clicks
07339cb9,item_3719,2
07339cb9,item_4347,3
07339cb9,item_57,6
07339cb9,item_726,7
07339cb9,item_746,8
076fe314,item_1401,9
076fe314,item_1469,2
076fe314,item_2975,5
076fe314,item_3160,5
076fe314,item_3592,1
076fe314,item_4319,3
0793d073,item_1185,6
0793d073,item_1295,3
0793d073,item_1401,1
0793d073,item_1439,4
0793d073,item_1562,9
0793d073,item_1586,5
0793d073,item_1617,4
0793d073,item_1621,4
0793d073,item_2397,3
0793d073,item_2503,1
0793d073,item_3160,5
0793d073,item_4667,9
0793d073,item_4888,5
0793d073,item_999,1
0801ad0f,item_1439,8
0801ad0f,item_225,8
0801ad0f,item_2385,9
0801ad0f,item_3783,4
0801ad0f,item_4213,4
0801ad0f,item_450,3
0801ad0f,item_4829,3
0801ad0f,item_606,2
0801ad0f,item_826,8
08059d83,item_1401,6
08059d83,item_1675,8
08059d83,item_1681,1
08059d83,item_2584,5
08059d83,item_2802,6
08059d83,item_3924,3
08059d83,item_4964,7
08059d83,item_606,3
082a467b,item_1401,8
082a467b,item_1475,7
082a467b,item_2397,7
082a467b,item_2765,8
082a467b,item_3365,1
082a467b,item_3922,7
082a467b,item_434,6
082a467b,item_4349,8
082a467b,item_4626,5
082a467b,item_606,6
08461dd2,item_1142,3
08461dd2,item_2818,6
08461dd2,item_3747,2
08461dd2,item_450,3
08461dd2,item_57,1
08d0cd03,item_1123,1
08d0cd03,item_1385,9
08d0cd03,item_2688,6
08d0cd03,item_4210,9
08d0cd03,item_4803,6
08d0cd03,item_57,4
08d0cd03,item_606,6
090f1082,item_1150,8
090f1082,item_1226,8
090f1082,item_1401,3
090f1082,item_1634,4
090f1082,item_2071,6
090f1082,item_2660,7
090f1082,item_432,7
090f1082,item_434,8
090f1082,item_450,8
090f1082,item_512,8
090f1082,item_606,6
0973956c,item_1613,9
0973956c,item_1760,4
0973956c,item_2154,2
0973956c,item_2489,1
0973956c,item_2873,5
0973956c,item_2975,7
0973956c,item_3483,9
0973956c,item_434,5
0973956c,item_4693,8
0973956c,item_4940,3
0973956c,item_6,8
0973956c,item_606,4
0973956c,item_626,6
098a14b5,item_1169,5
098a14b5,item_1401,1
098a14b5,item_158,1
098a14b5,item_1621,9
098a14b5,item_1675,1
098a14b5,item_2095,5
098a14b5,item_2663,2
098a14b5,item_2802,4
098a14b5,item_4785,4
098a14b5,item_4803,5
098a14b5,item_488,3
098a14b5,item_606,2
098a14b5,item_999,5
09974bec,item_1439,2
09974bec,item_1839,1
09974bec,item_1988,9
09974bec,item_2397,8
09974bec,item_3556,7
09974bec,item_4194,7
09974bec,item_4481,2
09974bec,item_4803,5
09974bec,item_4955,7
09974bec,item_606,9
09c4d5d1,item_1141,4
09c4d5d1,item_1522,8
09c4d5d1,item_1760,9
09c4d5d1,item_2802,7
09c4d5d1,item_343,2
09c4d5d1,item_3884,2
09c4d5d1,item_4136,5
09c4d5d1,item_434,1
09c4d5d1,item_606,4
09c4d5d1,item_846,7
09c4d5d1,item_878,8
09f1c60a,item_1617,2
09f1c60a,item_1688,3
09f1c60a,item_2022,8
09f1c60a,item_2397,2
09f1c60a,item_2415,9
09f1c60a,item_2711,7
09f1c60a,item_3173,2
09f1c60a,item_4504,2
09f1c60a,item_4753,4
09f1c60a,item_726,4
09f1c60a,item_788,1
0a23010b,item_1169,15
0a23010b,item_1401,9
0a23010b,item_1760,6
0a23010b,item_1849,7
0a23010b,item_2030,3
0a23010b,item_225,1
0a23010b,item_2397,4
0a23010b,item_2997,1
0a23010b,item_414,7
0a23010b,item_558,4
0a64672d,item_1169,2
0a64672d,item_1839,2
0a64672d,item_2397,8
0a64672d,item_2707,8
0a64672d,item_3106,4
0a64672d,item_4213,3
0a64672d,item_4347,8
0a64672d,item_480,2
0a64672d,item_4803,1
0a64672d,item_606,6
0ad5f4cf,item_2032,4
0ad5f4cf,item_3251,6
0ad5f4cf,item_4626,9
0ad5f4cf,item_4917,9
0ad5f4cf,item_852,4
0b0c242d,item_1010,4
0b0c242d,item_1584,7
0b0c242d,item_1740,6
0b0c242d,item_1760,9
0b0c242d,item_3425,3
0b0c242d,item_3603,5
0b0c242d,item_434,5
0b0c242d,item_4863,4
0b0c242d,item_63,6
0b0c242d,item_677,5
0b0c242d,item_808,7
0b515481,item_1439,14
0b515481,item_158,1
0b515481,item_2008,1
0b515481,item_2126,8
0b515481,item_3160,8
0b515481,item_3675,4
0b515481,item_4239,2
0b515481,item_4347,7
0b515481,item_4637,8
0b515481,item_4652,1
0b515481,item_606,7
0b515481,item_688,9
0b515481,item_924,9
0b697812,item_1093,4
0b697812,item_1401,3
0b697812,item_165,8
0b697812,item_1849,6
0b697812,item_2397,8
0b697812,item_2802,4
0b697812,item_3272,3
0b697812,item_3539,9
0b697812,item_3603,3
0b697812,item_4795,6
0b697812,item_491,2
0b697812,item_4934,7
0b9e5f4f,item_2397,8
0b9e5f4f,item_2802,6
0b9e5f4f,item_3001,2
0b9e5f4f,item_3539,5
0b9e5f4f,item_4088,4
0b9e5f4f,item_450,1
0b9e5f4f,item_4557,6
0b9e5f4f,item_4997,1
0b9e5f4f,item_606,3
0c074942,item_1009,1
0c074942,item_1313,4
0c074942,item_158,6
0c074942,item_2397,2
0c074942,item_2586,7
0c074942,item_2797,9
0c074942,item_3122,7
0c074942,item_3169,4
0c074942,item_330,4
0c074942,item_4637,3
0c074942,item_4766,6
0c074942,item_606,37
0c074942,item_702,7
0c579af1,item_1169,9
0c579af1,item_1401,7
0c579af1,item_1520,1
0c579af1,item_1839,1
0c579af1,item_1845,6
0c579af1,item_2397,1
0c579af1,item_2797,6
0c579af1,item_2802,7
0c579af1,item_3160,9
0c579af1,item_3184,5
0c579af1,item_3603,9
0c579af1,item_434,1
0c579af1,item_4611,2
0c579af1,item_4689,7
0c579af1,item_924,2
0c579af1,item_947,3
0d20dd35,item_1313,8
0d20dd35,item_1401,2
0d20dd35,item_1440,9
0d20dd35,item_1700,5
0d20dd35,item_1907,3
0d20dd35,item_2271,9
0d20dd35,item_2548,9
0d20dd35,item_4347,2
0d20dd35,item_960,9
0d27ebe5,item_1167,5
0d27ebe5,item_1401,4
0d27ebe5,item_2310,2
0d27ebe5,item_2397,4
0d27ebe5,item_2571,5
0d27ebe5,item_4453,9
0d27ebe5,item_456,2
0d27ebe5,item_4803,5
0d27ebe5,item_4934,2
0db68fd6,item_1009,4
0db68fd6,item_2415,8
0db68fd6,item_3355,7
0db68fd6,item_4766,7
0db68fd6,item_4803,4
0db68fd6,item_4997,3
0db68fd6,item_606,23
0ded8233,item_1198,3
0ded8233,item_1401,6
0ded8233,item_1849,5
0ded8233,item_2397,5
0ded8233,item_2802,6
0ded8233,item_3068,2
0ded8233,item_924,7
0e370f92,item_1214,7
0e370f92,item_1439,4
0e370f92,item_1634,6
0e370f92,item_2608,3
0e370f92,item_2663,11
0e370f92,item_2802,4
0e370f92,item_3539,1
0e370f92,item_449,1
0e370f92,item_606,5
0e370f92,item_885,1
0e370f92,item_960,7
0e462382,item_1349,2
0e462382,item_1401,15
0e462382,item_1439,7
0e462382,item_1621,6
0e462382,item_1760,6
0e462382,item_2252,8
0e462382,item_2397,7
0e462382,item_2992,7
0e462382,item_3135,5
0e462382,item_3438,6
0e462382,item_4347,3
0e462382,item_4964,2
0e5d3e60,item_1467,7
0e5d3e60,item_2310,9
0e5d3e60,item_3539,3
0e5d3e60,item_4539,3
0e783eb3,item_1009,2
0e783eb3,item_1401,7
0e783eb3,item_2397,8
0e783eb3,item_4083,7
0e783eb3,item_4285,9
0e783eb3,item_4356,2
0e783eb3,item_4667,14
0e783eb3,item_4835,9
0efd69a9,item_1401,9
0efd69a9,item_2056,3
0efd69a9,item_2397,5
0efd69a9,item_2571,1
0efd69a9,item_2849,3
0efd69a9,item_3160,5
0efd69a9,item_3985,8
0efd69a9,item_4294,1
0efd69a9,item_815,8
0efd69a9,item_823,7
0f13a0f7,item_1150,9
0f13a0f7,item_1760,5
0f13a0f7,item_2397,7
0f13a0f7,item_3160,10
0f13a0f7,item_3301,3
0f13a0f7,item_3796,2
0f13a0f7,item_4934,4
0f13a0f7,item_606,1
0f13a0f7,item_656,7
0f13a0f7,item_753,6
0f13a0f7,item_84,3
0f4b3503,item_1690,2
0f4b3503,item_1760,6
0f4b3503,item_2397,5
0f4b3503,item_3169,3
0f4b3503,item_3708,1
0f4b3503,item_3928,3
0f4b3503,item_4188,2
0f4b3503,item_4291,8
0f4b3503,item_4522,3
0f4b3503,item_4637,7
0f4b3503,item_878,2
0fba77de,item_2187,4
0fba77de,item_2324,7
0fba77de,item_3401,9
0fba77de,item_3865,6
0fba77de,item_4803,5
0fba77de,item_606,5
0fe0003d,item_1076,8
0fe0003d,item_434,8
0fe0003d,item_4473,6
0fe0003d,item_450,8
0fe0003d,item_4766,6
0fe0003d,item_4964,3
0fe0003d,item_606,3
0ff16a3c,item_159,3
0ff16a3c,item_2181,9
0ff16a3c,item_237,9
0ff16a3c,item_2397,5
0ff16a3c,item_2802,12
0ff16a3c,item_3880,2
0ff16a3c,item_4301,3
0ff16a3c,item_4803,9
0ff16a3c,item_606,10
101c7500,item_1634,2
101c7500,item_1760,7
101c7500,item_2397,3
101c7500,item_2802,4
101c7500,item_3240,1
101c7500,item_3480,7
101c7500,item_606,1
101c7500,item_711,2
101c7500,item_719,1
101c7500,item_788,4
103499ea,item_1439,8
103499ea,item_1849,2
103499ea,item_2192,1
103499ea,item_3539,5
103499ea,item_4715,1
103499ea,item_788,3
1100cb80,item_158,2
1100cb80,item_2802,4
1100cb80,item_2811,11
1100cb80,item_3398,7
1100cb80,item_567,3
1102c7d4,item_2008,5
1102c7d4,item_4291,6
11397e76,item_1162,7
11397e76,item_2833,5
11397e76,item_2970,1
11397e76,item_3355,6
11397e76,item_423,8
11397e76,item_4715,1
11397e76,item_702,4
11bd9a21,item_2025,4
11bd9a21,item_207,6
11bd9a21,item_2397,9
11bd9a21,item_3316,1
11bd9a21,item_3539,5
11bd9a21,item_702,2
120f780b,item_1439,2
120f780b,item_2189,6
120f780b,item_2839,7
120f780b,item_3645,4
120f780b,item_3997,2
120f780b,item_960,7
12177a09,item_1849,3
12177a09,item_2397,9
12177a09,item_3251,6
12177a09,item_3355,3
12177a09,item_3883,2
1238f034,item_1127,1
1238f034,item_1141,8
1238f034,item_1760,5
1238f034,item_2397,1
1238f034,item_2802,4
1238f034,item_3405,9
1238f034,item_3747,8
1238f034,item_606,8
12c37dd5,item_1154,4
12c37dd5,item_1303,3
12c37dd5,item_1401,5
12c37dd5,item_1532,6
12c37dd5,item_2674,9
12c37dd5,item_2802,16
12c37dd5,item_3459,5
12c37dd5,item_3573,8
12c37dd5,item_3599,4
12c37dd5,item_3621,4
12c37dd5,item_450,9
12c37dd5,item_4940,1
12c37dd5,item_606,7
12c37dd5,item_788,9
13817c81,item_1757,8
13817c81,item_1936,3
13817c81,item_2310,1
13817c81,item_2802,4
13817c81,item_3160,7
13817c81,item_3603,7
13817c81,item_4637,4
13817c81,item_4803,8
13817c81,item_606,1
13db9063,item_1401,3
13db9063,item_293,5
13db9063,item_3135,2
13db9063,item_434,4
13db9063,item_4347,4
13db9063,item_504,1
13db9063,item_606,1
13db9063,item_893,1
13db9063,item_916,1
13e593da,item_1802,5
13e593da,item_1839,8
13e593da,item_207,6
13e593da,item_3603,9
13e593da,item_3681,7
13e593da,item_4347,8
13e593da,item_606,5
13e5b5cc,item_1164,9
13e5b5cc,item_121,1
13e5b5cc,item_203,1
13e5b5cc,item_2397,11
13e5b5cc,item_2689,9
13e5b5cc,item_2802,5
13e5b5cc,item_3582,9
13e5b5cc,item_3818,5
13e5b5cc,item_4279,9
13e5b5cc,item_606,10
1474543d,item_1439,3
1474543d,item_1504,2
1474543d,item_2029,7
1474543d,item_2375,4
1474543d,item_2652,8
1474543d,item_2726,4
1474543d,item_2811,2
1474543d,item_357,3
1474543d,item_3783,9
1474543d,item_606,10
1482a400,item_1169,7
1482a400,item_2397,2
1482a400,item_2402,3
1482a400,item_2802,1
1482a400,item_2805,4
1482a400,item_2861,8
1482a400,item_3745,7
1482a400,item_3969,4
1482a400,item_4347,4
1482a400,item_456,9
1482a400,item_567,5
1482a400,item_597,7
14b999e7,item_2154,2
14b999e7,item_2188,4
14b999e7,item_2192,7
14b999e7,item_2312,7
14b999e7,item_2328,7
14b999e7,item_2363,1
14b999e7,item_2802,3
14b999e7,item_4766,5
14b999e7,item_788,5
1542b190,item_1169,6
1542b190,item_1907,6
1542b190,item_2250,3
1542b190,item_2397,15
1542b190,item_2802,9
1542b190,item_4199,1
1542b190,item_606,6
1567e2ae,item_1037,2
1567e2ae,item_1303,9
1567e2ae,item_1617,2
1567e2ae,item_1849,7
1567e2ae,item_2533,6
1567e2ae,item_4522,4
1567e2ae,item_4803,8
1567e2ae,item_4810,9
1567e2ae,item_508,2
1567e2ae,item_558,9
1567e2ae,item_606,8
1567e2ae,item_693,4
15697317,item_1401,7
15697317,item_2415,3
15697317,item_3413,9
15697317,item_3480,7
15697317,item_3603,3
15697317,item_3652,3
15870ce6,item_1169,1
15870ce6,item_126,9
15870ce6,item_2397,6
15870ce6,item_2783,8
15870ce6,item_3160,3
15870ce6,item_3695,8
15870ce6,item_3796,8
15870ce6,item_4417,8
15a1c548,item_1439,2
15a1c548,item_2183,5
15a1c548,item_2802,2
15a1c548,item_3359,2
15a1c548,item_3783,5
15a1c548,item_4020,2
15a1c548,item_4547,5
15a1c548,item_606,1
161aa8c8,item_2189,9
161aa8c8,item_3160,1
161aa8c8,item_3974,2
161aa8c8,item_434,8
161aa8c8,item_4511,8
16c86d3c,item_1760,9
16c86d3c,item_2834,9
16c86d3c,item_3160,3
16c86d3c,item_3556,5
16c86d3c,item_434,8
16c86d3c,item_450,4
16c86d3c,item_4626,5
16c86d3c,item_4659,8
175778b8,item_1760,3
175778b8,item_1849,4
175778b8,item_2397,4
175778b8,item_2797,7
175778b8,item_4301,7
175778b8,item_4623,1
1764e7f4,item_1103,2
1764e7f4,item_1796,8
1764e7f4,item_2397,9
1764e7f4,item_2711,7
1764e7f4,item_2802,9
1764e7f4,item_3160,3
1764e7f4,item_4347,6
1764e7f4,item_4888,6
17923fd4,item_1607,12
17923fd4,item_2397,9
17923fd4,item_2415,9
17923fd4,item_4239,4
17923fd4,item_4275,7
17923fd4,item_434,1
17923fd4,item_788,3
17e3be53,item_2368,3
17e3be53,item_2397,17
17e3be53,item_2802,1
17e3be53,item_3539,3
17e3be53,item_434,8
17e3be53,item_4795,7
17e3be53,item_4803,5
17e3be53,item_568,8
17e3be53,item_606,9
17f60203,item_1531,4
17f60203,item_1619,5
17f60203,item_1665,3
17f60203,item_2397,12
17f60203,item_2758,1
17f60203,item_3113,8
17f60203,item_358,6
17f60203,item_561,1
17f60203,item_606,3
17f60203,item_999,4
18138ddb,item_1634,9
18138ddb,item_1760,9
18138ddb,item_2397,3
18138ddb,item_2689,5
18138ddb,item_4092,9
18138ddb,item_4347,8
18138ddb,item_4637,7
18138ddb,item_4725,6
18138ddb,item_4934,3
18138ddb,item_606,7
18168a2c,item_2323,4
18168a2c,item_2397,10
18168a2c,item_2802,18
18168a2c,item_2811,9
18168a2c,item_3133,9
18168a2c,item_3160,9
18168a2c,item_3603,7
18168a2c,item_4239,6
18168a2c,item_4377,2
18168a2c,item_480,6
18168a2c,item_702,8
18168a2c,item_711,4
18280b62,item_1401,2
18280b62,item_1439,6
18280b62,item_158,6
18280b62,item_2802,6
18280b62,item_2811,3
18280b62,item_4141,5
18280b62,item_4347,4
18280b62,item_4693,6
18280b62,item_4859,1
18280b62,item_606,6
18280b62,item_97,2
1857568e,item_1401,3
1857568e,item_1888,3
1857568e,item_2056,3
1857568e,item_2801,2
1857568e,item_2802,2
1857568e,item_3251,1
1857568e,item_3539,2
1857568e,item_4347,3
1857568e,item_4389,6
1857568e,item_606,3
1857568e,item_607,5
1857568e,item_960,8
188d2309,item_1401,1
188d2309,item_1947,6
188d2309,item_2711,7
188d2309,item_2792,3
188d2309,item_2797,8
188d2309,item_2802,4
188d2309,item_3601,9
188d2309,item_3703,4
188d2309,item_3718,2
188d2309,item_423,7
188d2309,item_57,3
188d2309,item_606,10
188d2309,item_67,4
18f4b4f3,item_2757,6
18f4b4f3,item_3408,8
18f4b4f3,item_3716,7
18f4b4f3,item_4553,2
18f4b4f3,item_606,5
191d3bd4,item_1401,10
191d3bd4,item_1448,6
191d3bd4,item_1760,9
191d3bd4,item_2397,9
191d3bd4,item_3790,3
191d3bd4,item_4200,3
191d3bd4,item_606,2
191d3bd4,item_669,2
191d3bd4,item_755,9
19cf822c,item_1303,4
19cf822c,item_1703,4
19cf822c,item_1760,8
19cf822c,item_4766,1
19e67725,item_1760,8
19e67725,item_2181,3
19e67725,item_2397,4
19e67725,item_2802,9
19e67725,item_3349,4
19e67725,item_4803,3
19e67725,item_606,16
19e67725,item_611,6
19e67725,item_711,7
1a0ac31d,item_1092,2
1a0ac31d,item_154,6
1a0ac31d,item_1784,3
1a0ac31d,item_2924,8
1a0ac31d,item_4637,6
1a0ac31d,item_4803,4
1a0ac31d,item_788,3
1a0ac31d,item_924,8
1a1351b3,item_1401,6
1a1351b3,item_1520,2
1a1351b3,item_1981,1
1a1351b3,item_2397,10
1a1351b3,item_2440,8
1a1351b3,item_2611,3
1a1351b3,item_2802,6
1a1351b3,item_3035,4
1a1351b3,item_3160,4
1a1351b3,item_3603,2
1a1351b3,item_4069,2
1a1351b3,item_434,15
1a1351b3,item_4347,6
1a1351b3,item_4803,8
1a1351b3,item_606,1
1a1351b3,item_960,9
1a762983,item_1760,3
1a762983,item_2397,4
1a762983,item_2802,3
1a762983,item_2805,2
1a762983,item_3569,7
1a762983,item_3721,7
1a762983,item_4411,9
1a762983,item_947,4
1ae537b4,item_1101,1
1ae537b4,item_1298,7
1ae537b4,item_1401,8
1ae537b4,item_1760,5
1ae537b4,item_203,6
1ae537b4,item_2415,8
1ae537b4,item_2859,3
1ae537b4,item_3188,7
1ae537b4,item_3539,7
1ae537b4,item_3918,7
1ae537b4,item_4940,1
1ae537b4,item_4997,4
1ae537b4,item_606,8
1ae619a4,item_1401,4
1ae619a4,item_2674,8
1ae619a4,item_2966,9
1ae619a4,item_3425,2
1ae619a4,item_4291,5
1ae619a4,item_4637,8
1ae619a4,item_4803,8
1c599f7d,item_1169,7
1c599f7d,item_1453,8
1c599f7d,item_1760,4
1c599f7d,item_1797,4
1c599f7d,item_2258,2
1c599f7d,item_2415,8
1c599f7d,item_2802,1
1c599f7d,item_4041,1
1c599f7d,item_4138,4
1c599f7d,item_4172,1
1c599f7d,item_4278,2
1c599f7d,item_4637,4
1c599f7d,item_4766,2
1c599f7d,item_606,2
1c599f7d,item_960,2
1c704a25,item_2489,5
1c704a25,item_3160,1
1c704a25,item_4097,7
1c704a25,item_4940,6
1c704a25,item_97,7
1cd8f26d,item_1448,7
1cd8f26d,item_2397,3
1cd8f26d,item_2797,5
1cd8f26d,item_342,3
1cd8f26d,item_3906,8
1cd8f26d,item_4347,5
1cd8f26d,item_4626,8
1cd8f26d,item_4803,6
1cd8f26d,item_971,8
1cd8f26d,item_999,5
1d1643b9,item_1357,8
1d1643b9,item_1839,5
1d1643b9,item_1884,5
1d1643b9,item_2415,8
1d1643b9,item_2802,4
1d1643b9,item_4406,6
1d1643b9,item_926,5
1d217e80,item_1981,3
1d217e80,item_2515,4
1d217e80,item_2802,9
1d217e80,item_3179,6
1d217e80,item_3481,4
1d217e80,item_4045,5
1d217e80,item_4473,7
1d217e80,item_4717,8
1d217e80,item_4757,7
1d217e80,item_606,5
1d298ae8,item_1072,5
1d298ae8,item_1401,7
1d298ae8,item_1728,2
1d298ae8,item_1842,9
1d298ae8,item_1849,8
1d298ae8,item_2397,1
1d298ae8,item_2805,9
1d298ae8,item_2892,9
1d298ae8,item_3273,5
1d298ae8,item_3307,2
1d298ae8,item_3854,2
1d298ae8,item_4627,8
1d298ae8,item_4659,3
1d298ae8,item_999,7
1d4d9eb3,item_1030,7
1d4d9eb3,item_1092,6
1d4d9eb3,item_123,3
1d4d9eb3,item_1280,1
1d4d9eb3,item_1936,3
1d4d9eb3,item_450,8
1d4d9eb3,item_4803,4
1d4d9eb3,item_4997,7
1d4d9eb3,item_657,8
1d4d9eb3,item_960,6
1d6aa6c6,item_1401,4
1d6aa6c6,item_1439,8
1d6aa6c6,item_1486,7
1d6aa6c6,item_2233,3
1d6aa6c6,item_293,5
1d6aa6c6,item_3320,2
1d6aa6c6,item_4346,4
1d6aa6c6,item_4472,5
1d6aa6c6,item_58,4
1d6aa6c6,item_97,5
1d7f0025,item_2397,2
1d7f0025,item_2797,6
1d7f0025,item_2802,6
1d7f0025,item_3160,2
1d7f0025,item_3723,8
1d7f0025,item_4359,9
1d7f0025,item_4803,10
1d7f0025,item_721,8
1d7f0025,item_766,6
1de65dde,item_1381,4
1de65dde,item_1401,2
1de65dde,item_1674,8
1de65dde,item_2599,6
1de65dde,item_2747,5
1de65dde,item_3213,7
1de65dde,item_3400,9
1de65dde,item_3813,5
1de65dde,item_4550,7
1de65dde,item_992,7
1e1c23d2,item_1150,2
1e1c23d2,item_1536,1
1e1c23d2,item_2360,5
1e1c23d2,item_2397,16
1e1c23d2,item_2802,3
1e1c23d2,item_2805,9
1e1c23d2,item_3002,9
1e1c23d2,item_3147,5
1e1c23d2,item_3539,5
1e1c23d2,item_3717,2
1e1c23d2,item_3960,4
1e1c23d2,item_4347,5
1e1c23d2,item_4371,8
1e1c23d2,item_4453,4
1e1c23d2,item_4803,3
1e1c23d2,item_606,4
1e1c23d2,item_731,5
1e1c23d2,item_960,9
1e42736c,item_1401,14
1e42736c,item_1849,2
1e42736c,item_2023,7
1e42736c,item_2397,9
1e42736c,item_2415,8
1e42736c,item_2609,2
1e42736c,item_2802,4
1e42736c,item_3160,9
1e42736c,item_3480,4
1e42736c,item_3539,8
1e42736c,item_3783,4
1e42736c,item_4126,9
1e42736c,item_4185,5
1e42736c,item_4803,8
1e5eefe2,item_1365,3
1e5eefe2,item_1401,8
1e5eefe2,item_1440,9
1e5eefe2,item_1717,1
